latitude,longitude,country
-32.557376,18.568439,South Africa
-32.543051,18.53548,South Africa
-32.530605,18.492393,South Africa
-32.527131,18.448277,South Africa
-32.514973,18.40416,South Africa
-32.501944,18.38356,South Africa
-32.488045,18.394203,South Africa
-32.474578,18.419952,South Africa
-32.453866,18.434887,South Africa
-32.447348,18.478661,South Africa
-32.427644,18.512306,South Africa
-32.414458,18.556423,South Africa
-32.403154,18.59024,South Africa
-32.383441,18.620796,South Africa
-32.368943,18.668861,South Africa
-32.356183,18.720875,South Africa
-32.336315,18.766708,South Africa
-32.317167,18.782501,South Africa
-32.299032,18.776836,South Africa
-32.280892,18.758469,South Africa
-32.281328,18.725338,South Africa
-32.26362,18.748341,South Africa
-32.244603,18.793316,South Africa
-32.240828,18.831253,South Africa
-32.227759,18.884983,South Africa
-32.209606,18.901978,South Africa
-32.188252,18.914852,South Africa
-32.171689,18.893566,South Africa
-32.151054,18.884125,South Africa
-32.130704,18.860092,South Africa
36.585367,129.256326,South Korea
36.58613,129.258739,South Korea
36.588619,129.260229,South Korea
36.590768,129.262214,South Korea
36.59276,129.267785,South Korea
36.594555,129.271181,South Korea
36.596828,129.27509,South Korea
36.598948,129.279286,South Korea
36.603346,129.276256,South Korea
36.60585,129.270987,South Korea
36.609506,129.270283,South Korea
36.606997,129.266323,South Korea
36.607588,129.260754,South Korea
36.608775,129.256406,South Korea
36.618452,129.237971,South Korea
36.621088,129.24444,South Korea
37.230865,-2.971221,Spain
37.233377,-2.972235,Spain
37.243541,-2.961172,Spain
37.247642,-2.963435,Spain
37.251022,-2.96245,Spain
37.251761,-2.960138,Spain
37.253556,-2.958972,Spain
37.254839,-2.956388,Spain
37.260613,-2.950932,Spain
37.262916,-2.947069,Spain
37.26406,-2.942101,Spain
37.266097,-2.938937,Spain
37.266598,-2.936736,Spain
37.268894,-2.934439,Spain
37.273329,-2.934438,Spain
37.276928,-2.93958,Spain
15.212684,101.437883,Thailand
15.2118,101.441085,Thailand
15.215448,101.442906,Thailand
15.217156,101.445124,Thailand
15.217621,101.449406,Thailand
15.219015,101.452544,Thailand
15.221664,101.456946,Thailand
15.22385,101.459491,Thailand
15.224545,101.463435,Thailand
15.227545,101.46258,Thailand
15.228718,101.465091,Thailand
15.229686,101.467188,Thailand
15.230658,101.468933,Thailand
15.233334,101.471104,Thailand
15.235439,101.47041,Thailand
15.241464,101.481352,Thailand
-34.747542,-56.576725,Uruguay
-34.741785,-56.564617,Uruguay
-34.740115,-56.557117,Uruguay
-34.742121,-56.552886,Uruguay
-34.738446,-56.54605,Uruguay
-34.729342,-56.538051,Uruguay
-34.728783,-56.528433,Uruguay
-34.72819,-56.519093,Uruguay
-34.72169,-56.505509,Uruguay
-34.715086,-56.499269,Uruguay
-34.712163,-56.50004,Uruguay
-34.710485,-56.505333,Uruguay
-34.708436,-56.501383,Uruguay
-34.706092,-56.498605,Uruguay
-34.70485,-56.495381,Uruguay
-34.670697,-56.589932,Uruguay
38.551753,-76.685777,USA
38.55204,-76.685001,USA
38.554167,-76.686422,USA
38.554501,-76.686077,USA
38.557763,-76.688028,USA
38.55868,-76.68908,USA
38.560915,-76.687888,USA
38.562187,-76.6912,USA
38.55634,-76.693748,USA
38.5535,-76.693092,USA
37.70647,-78.290021,USA
37.703431,-78.291332,USA
37.700949,-78.291414,USA
37.698564,-78.292144,USA
37.671504,-78.300571,USA
36.734078,-81.971367,USA
40.370884,-82.467948,USA
40.039385,-81.646388,USA
41.441233,-82.687004,USA
42.832178,-103.017145,USA
38.920239,-77.229754,USA
34.438628,-101.57959,USA
34.460145,-101.527061,USA
34.482222,-101.448784,USA
34.504293,-101.370506,USA
34.526359,-101.292229,USA
34.548418,-101.213951,USA
34.570472,-101.135674,USA
34.59252,-101.057396,USA
34.614562,-100.979118,USA
34.636598,-100.900841,USA
34.658628,-100.822563,USA
34.680652,-100.744286,USA
34.702671,-100.666008,USA
34.724684,-100.58773,USA
34.74669,-100.509453,USA
34.768691,-100.431175,USA
34.790687,-100.352898,USA
34.812676,-100.27462,USA
34.834659,-100.196342,USA
34.856637,-100.118065,USA
34.878608,-100.039787,USA
34.900574,-99.96151,USA
34.922534,-99.883232,USA
34.944488,-99.804955,USA
34.966436,-99.726677,USA
34.988378,-99.648399,USA
35.010315,-99.570122,USA
35.032245,-99.491844,USA
35.05417,-99.413567,USA
35.076089,-99.335289,USA
35.098002,-99.257011,USA
35.119909,-99.178734,USA
35.14181,-99.100456,USA
35.163705,-99.022179,USA
35.185594,-98.943901,USA
35.207478,-98.865623,USA
35.231879,-98.780136,USA
35.256273,-98.694649,USA
35.28066,-98.609161,USA
35.305039,-98.523674,USA
34.794634,-118.664446,USA
34.805488,-118.640327,USA
34.81634,-118.616209,USA
34.827191,-118.592091,USA
34.837548,-118.613377,USA
34.847903,-118.634663,USA
34.858257,-118.655949,USA
34.868609,-118.677235,USA
34.87896,-118.698521,USA
34.88931,-118.719807,USA
34.899659,-118.741093,USA
34.910006,-118.762379,USA
34.920352,-118.783665,USA
34.932527,-118.797226,USA
34.944699,-118.810787,USA
34.95687,-118.824348,USA
34.969039,-118.83791,USA
34.983245,-118.816366,USA
34.995973,-118.827267,USA
35.007573,-118.841772,USA
35.019102,-118.852329,USA
35.027677,-118.870354,USA
35.036251,-118.888378,USA
35.044825,-118.906403,USA
35.053397,-118.924427,USA
35.061969,-118.942451,USA
35.070539,-118.960476,USA
35.079109,-118.9785,USA
35.087678,-118.996525,USA
35.096246,-119.014549,USA
35.104813,-119.032574,USA
35.113379,-119.050598,USA
35.121944,-119.068623,USA
35.130509,-119.086647,USA
35.139072,-119.104671,USA
35.147635,-119.122696,USA
35.156197,-119.14072,USA
35.167634,-119.113083,USA
35.176965,-119.086905,USA
35.186296,-119.060726,USA
42.402101,-94.949427,USA
42.41034,-94.91621,USA
42.418578,-94.882994,USA
42.426814,-94.849777,USA
42.43505,-94.816561,USA
42.443285,-94.783344,USA
42.451518,-94.750128,USA
42.45975,-94.716911,USA
42.467982,-94.683695,USA
42.476212,-94.650478,USA
42.484441,-94.617262,USA
42.492669,-94.584045,USA
42.500896,-94.550829,USA
42.509122,-94.517612,USA
42.517347,-94.484396,USA
42.52557,-94.45118,USA
42.533793,-94.417963,USA
42.542015,-94.384747,USA
42.550235,-94.35153,USA
42.558454,-94.318314,USA
